#
#
# US Geological Survey, Water Resources Data
# retrieved: 2018-03-27 08:03:45 EDT      (caww01)
#
# This file contains USGS Surface-Water Daily Statistics
#
# Note:The statistics generated from  this site are based on approved daily-mean data and may not match those published by the USGS in official publications.
# The user is responsible for assessment and use of statistics from this site.
# For more details on why the statistics may not match, visit https://waterdata.usgs.gov/nwis/?dv_statistics_disclaimer.
#
# ** No Incomplete data have been used for statistical calculation
#
# This file includes the following columns:
#
#
# agency_cd  agency code
# site_no    USGS site number
#
#
# Sites in this file include:
# USGS 03451000 SWANNANOA RIVER AT BILTMORE, NC
# 
# Explanation of Parameter Code and ts_id used in the Statistics Data 
# parameter_cd	Parameter Name					ts_id	Location Name
# 00060		Discharge, cubic feet per second		87915	
#
# Data heading explanations.
# begin_yr_dt ... First complete year of data of daily mean values for this day.
# end_yr_dt   ... Last complete year of data of daily mean values for this day.
# max_va      ... Maximum of daily mean values for this day.
# min_va      ... Minimum of daily mean values for this day.
# mean_va     ... Mean of daily mean values for this day.
# p05_va      ... 05 percentile of daily mean values for this day.
# p10_va      ... 10 percentile of daily mean values for this day.
# p20_va      ... 20 percentile of daily mean values for this day.
# p25_va      ... 25 percentile of daily mean values for this day.
# p50_va      ... 50 percentile (median) of daily mean values for this day.
# p75_va      ... 75 percentile of daily mean values for this day.
# p80_va      ... 80 percentile of daily mean values for this day.
# p90_va      ... 90 percentile of daily mean values for this day.
# p95_va      ... 95 percentile of daily mean values for this day.
#
#
agency_cd	site_no	parameter_cd	ts_id	month_nu	day_nu	begin_yr	end_yr	count_nu	max_va_yr	max_va	min_va_yr	min_va	mean_va	p05_va	p10_va	p20_va	p25_va	p50_va	p75_va	p80_va	p90_va	p95_va
5s	15s	5s	11n	3n	3n	6n	6n	8n	5n	12s	5n	12s	12s	12s	12s	12s	12s	12s	12s	12s	12s	12s
USGS	03451000	00060	87915	9	22	1921	2017	90	1979	1430	1941	6.90	92	18	21	33	35	54	82	87	137	287
USGS	03451000	00060	87915	9	23	1921	2017	90	1989	645	1954	11.0	81	18	23	31	34	55	77	88	120	296
USGS	03451000	00060	87915	9	24	1921	2017	90	1975	1170	1954	9.70	91	18	22	30	34	52	79	86	152	391
USGS	03451000	00060	87915	9	25	1921	2017	90	1989	360	1941	2.60	73	16	24	31	35	48	75	84	192	275
USGS	03451000	00060	87915	9	26	1921	2017	90	1989	591	1999	9.70	78	17	24	34	39	51	74	85	131	265
USGS	03451000	00060	87915	9	27	1921	2017	90	2009	542	1954	12.0	80	20	25	32	35	53	78	84	158	287
USGS	03451000	00060	87915	9	28	1921	2017	90	2004	1090	1954	11.0	94	20	29	34	37	58	84	93	152	309
USGS	03451000	00060	87915	9	29	1921	2017	90	1964	976	1954	9.10	100	20	24	32	35	57	91	105	194	491
USGS	03451000	00060	87915	9	30	1921	2017	89	1959	2860	1941	2.30	153	15	24	29	33	53	86	93	278	820
USGS	03451000	00060	87915	10	1	1921	2018	90	1960	1060	1942	4.60	122	17	24	29	31	53	99	107	328	753
USGS	03451000	00060	87915	10	2	1921	2018	90	2016	996	1955	10.0	109	20	23	29	32	54	82	90	282	552
USGS	03451000	00060	87915	10	3	1921	2018	90	2016	1140	1955	14.0	96	21	24	30	32	52	86	107	202	390
USGS	03451000	00060	87915	10	4	1921	2018	90	1965	3140	1942	3.80	128	20	24	29	30	53	87	108	216	426
USGS	03451000	00060	87915	10	5	1921	2018	90	1996	3560	1942	7.00	135	18	21	29	31	52	86	100	203	338
USGS	03451000	00060	87915	10	6	1921	2018	90	1996	979	1955	7.40	101	18	22	28	31	52	85	101	205	485
USGS	03451000	00060	87915	10	7	1921	2018	90	1996	621	1955	8.00	93	17	21	27	29	54	97	113	232	373
USGS	03451000	00060	87915	10	8	1921	2018	90	1996	429	1955	6.80	92	16	20	27	32	62	105	137	245	294
USGS	03451000	00060	87915	10	9	1921	2018	90	1960	823	1942	1.40	110	16	21	31	33	59	115	142	289	394
USGS	03451000	00060	87915	10	10	1921	2018	90	1960	634	1941	5.90	89	19	21	31	33	59	111	130	199	271
USGS	03451000	00060	87915	10	11	1921	2018	90	1960	728	1955	8.00	82	20	26	30	33	56	96	112	169	247
USGS	03451000	00060	87915	10	12	1921	2018	90	1991	836	1955	7.40	81	19	24	29	32	57	89	102	166	212
USGS	03451000	00060	87915	10	13	1921	2018	90	1991	362	1942	3.80	75	17	24	28	34	55	89	102	172	216
USGS	03451000	00060	87915	10	14	1921	2018	90	1995	669	1942	1.20	80	18	25	29	36	56	87	96	145	206
USGS	03451000	00060	87915	10	15	1921	2018	90	2015	862	1942	1.40	82	21	25	30	34	57	84	91	144	217
USGS	03451000	00060	87915	10	16	1921	2018	90	1937	2390	1942	11.0	125	20	23	28	30	56	86	99	207	360
USGS	03451000	00060	87915	10	17	1921	2018	90	1948	1380	1989	15.0	123	20	22	28	29	56	86	106	296	457
USGS	03451000	00060	87915	10	18	1921	2018	90	1965	644	1942	3.80	100	17	22	29	32	56	83	118	293	444
USGS	03451000	00060	87915	10	19	1921	2018	90	1969	1460	1942	7.00	113	16	23	30	32	56	87	111	260	436
USGS	03451000	00060	87915	10	20	1921	2018	90	1969	670	1942	5.80	98	15	21	30	33	55	86	125	251	433
USGS	03451000	00060	87915	10	21	1921	2018	90	1945	392	1942	2.60	85	17	21	31	33	55	90	121	216	318
USGS	03451000	00060	87915	10	22	1921	2018	90	1972	650	1955	11.0	84	18	23	30	36	58	84	114	207	246
USGS	03451000	00060	87915	10	23	1921	2018	90	2018	1660	1955	14.0	109	20	26	33	35	56	104	139	207	299
USGS	03451000	00060	87915	10	24	1921	2018	90	2018	900	1955	16.0	95	21	28	34	35	58	104	121	201	278
USGS	03451000	00060	87915	10	25	1921	2018	90	2018	633	1955	12.0	93	23	27	35	36	62	115	130	173	329
USGS	03451000	00060	87915	10	26	1921	2018	90	2018	655	1942	7.00	103	19	26	35	39	68	120	132	244	372
USGS	03451000	00060	87915	10	27	1921	2018	90	1938	510	1955	13.0	91	22	27	35	38	64	113	126	186	243
USGS	03451000	00060	87915	10	28	1921	2018	90	2018	478	1955	15.0	92	24	27	35	39	65	112	127	183	288
USGS	03451000	00060	87915	10	29	1921	2018	90	2018	966	1989	16.0	91	24	28	32	37	62	108	113	147	248
USGS	03451000	00060	87915	10	30	1921	2018	90	2018	664	1940	9.40	91	22	27	34	37	67	98	107	178	266
USGS	03451000	00060	87915	10	31	1921	2018	90	1950	1200	1940	12.0	95	24	26	31	36	61	101	114	180	219
USGS	03451000	00060	87915	11	1	1921	2018	90	1950	1230	1955	18.0	113	26	30	35	38	70	116	130	192	370
USGS	03451000	00060	87915	11	2	1921	2018	90	1980	2870	1989	17.0	155	25	28	35	41	70	133	163	306	665
USGS	03451000	00060	87915	11	3	1921	2018	90	1948	1320	1989	16.0	124	25	30	37	41	68	129	139	189	483
USGS	03451000	00060	87915	11	4	1921	2018	90	1948	634	1989	16.0	109	24	29	36	40	69	125	139	300	381
USGS	03451000	00060	87915	11	5	1921	2018	90	1948	468	1954	18.0	105	27	32	40	41	68	120	127	301	340
USGS	03451000	00060	87915	11	6	1921	2018	90	1978	5530	1954	18.0	153	29	32	40	47	66	115	135	241	275
USGS	03451000	00060	87915	11	7	1921	2018	90	1978	2380	1940	5.60	124	26	34	39	43	67	126	159	235	302
USGS	03451000	00060	87915	11	8	1921	2018	90	1978	930	1940	6.10	106	26	31	38	43	69	136	156	204	284
USGS	03451000	00060	87915	11	9	1921	2018	90	2016	832	1940	7.20	105	24	30	39	42	69	132	146	203	242
USGS	03451000	00060	87915	11	10	1921	2018	90	1980	592	1940	4.50	108	24	32	42	50	71	127	145	215	364
USGS	03451000	00060	87915	11	11	1921	2018	90	2010	1360	1940	8.80	115	25	30	40	50	68	115	141	209	322
USGS	03451000	00060	87915	11	12	1921	2018	90	2010	640	1940	12.0	111	25	30	40	48	71	124	136	267	418
USGS	03451000	00060	87915	11	13	1921	2018	90	1936	1210	1940	17.0	122	23	30	38	45	72	120	134	246	394
USGS	03451000	00060	87915	11	14	1921	2018	90	1976	529	1954	23.0	101	27	31	38	43	69	109	137	214	330
USGS	03451000	00060	87915	11	15	1921	2018	90	1990	348	1989	22.0	100	28	34	41	48	72	120	134	241	309
USGS	03451000	00060	87915	11	16	1921	2018	90	1990	1510	1982	21.0	113	29	34	41	46	73	119	136	229	288
USGS	03451000	00060	87915	11	17	1921	2018	90	1990	548	1954	19.0	104	30	33	44	49	78	137	159	229	263
USGS	03451000	00060	87915	11	18	1921	2018	90	2016	495	1954	18.0	102	28	32	44	46	76	125	138	212	285
USGS	03451000	00060	87915	11	19	1921	2018	90	2004	1490	1954	19.0	123	28	33	43	51	74	127	148	221	329
USGS	03451000	00060	87915	11	20	1921	2018	90	2004	769	2002	21.4	115	29	34	43	49	75	138	165	272	327
USGS	03451000	00060	87915	11	21	1921	2018	90	2004	420	2002	20.7	104	30	36	43	48	83	137	155	192	272
USGS	03451000	00060	87915	11	22	1921	2018	90	1946	413	2002	20.4	107	30	34	41	48	84	134	153	250	308
USGS	03451000	00060	87915	11	23	1921	2018	90	1993	740	1982	23.0	121	30	35	44	48	86	122	147	239	469
USGS	03451000	00060	87915	11	24	1921	2018	90	1993	518	2009	26.5	120	33	34	42	49	85	134	168	300	390
USGS	03451000	00060	87915	11	25	1921	2018	90	1958	920	1955	28.0	132	31	36	42	49	81	137	173	252	504
USGS	03451000	00060	87915	11	26	1921	2018	90	1980	3010	1955	24.0	153	30	38	46	52	80	134	154	343	480
USGS	03451000	00060	87915	11	27	1921	2018	90	1980	1110	1955	24.0	122	32	36	46	50	87	134	163	254	309
USGS	03451000	00060	87915	11	28	1921	2018	90	1949	1020	2009	27.3	129	35	39	48	54	89	150	171	238	379
USGS	03451000	00060	87915	11	29	1921	2018	90	1949	788	2009	27.0	129	33	38	50	58	96	147	174	241	451
USGS	03451000	00060	87915	11	30	1921	2018	90	2016	999	1956	30.0	134	33	39	46	53	97	144	160	229	440
USGS	03451000	00060	87915	12	1	1921	2018	90	2016	1200	1955	25.0	143	32	36	46	56	94	146	163	270	540
USGS	03451000	00060	87915	12	2	1921	2018	90	2016	3200	1955	23.0	152	30	35	44	53	91	137	152	254	341
USGS	03451000	00060	87915	12	3	1921	2018	90	2016	1600	1955	22.0	129	32	37	43	54	91	133	159	257	324
USGS	03451000	00060	87915	12	4	1921	2018	90	2016	785	1955	24.0	134	31	39	54	58	95	152	173	272	401
USGS	03451000	00060	87915	12	5	1921	2018	90	2016	651	2002	27.0	135	33	38	58	64	101	175	184	279	350
USGS	03451000	00060	87915	12	6	1921	2018	90	2016	576	2002	27.0	125	33	38	58	62	104	154	172	237	337
USGS	03451000	00060	87915	12	7	1921	2018	90	1951	1540	1982	26.0	149	32	38	54	57	99	149	169	259	508
USGS	03451000	00060	87915	12	8	1921	2018	90	1925	1390	2009	25.6	152	29	36	51	56	97	166	194	309	548
USGS	03451000	00060	87915	12	9	1921	2018	90	1925	1220	1982	26.0	146	30	37	49	54	103	162	182	306	434
USGS	03451000	00060	87915	12	10	1921	2018	90	2010	482	1982	24.0	136	34	37	53	57	115	180	196	297	365
USGS	03451000	00060	87915	12	11	1921	2018	90	2009	484	1982	20.0	139	34	37	53	58	117	183	219	277	387
USGS	03451000	00060	87915	12	12	1921	2018	90	1962	2100	1959	24.0	156	31	40	49	61	106	193	211	293	337
USGS	03451000	00060	87915	12	13	1921	2018	90	1962	1060	1982	29.0	136	33	39	56	61	103	180	201	252	330
USGS	03451000	00060	87915	12	14	1921	2018	90	1921	1410	1989	29.0	140	34	40	58	68	104	172	185	241	299
USGS	03451000	00060	87915	12	15	1921	2017	89	1973	855	1959	25.0	140	34	43	54	68	97	173	192	264	391
USGS	03451000	00060	87915	12	16	1921	2017	89	1973	438	1955	25.0	130	29	46	58	66	103	168	190	247	324
USGS	03451000	00060	87915	12	17	1921	2017	89	1993	1080	1944	24.0	137	34	46	56	64	96	164	170	232	289
USGS	03451000	00060	87915	12	18	1921	2017	89	1962	1200	1959	25.0	132	38	46	55	57	97	159	176	200	265
USGS	03451000	00060	87915	12	19	1921	2017	89	1962	780	1959	25.0	119	34	40	52	58	90	150	164	195	290
USGS	03451000	00060	87915	12	20	1921	2017	89	1958	761	1940	21.0	121	29	36	52	58	84	151	162	213	290
USGS	03451000	00060	87915	12	21	1921	2017	89	1952	831	1940	12.0	127	30	42	56	59	100	147	154	202	372
USGS	03451000	00060	87915	12	22	1921	2017	89	2014	795	1940	15.0	130	29	38	54	59	97	149	170	278	362
USGS	03451000	00060	87915	12	23	1921	2017	89	2014	1070	1955	23.0	145	33	45	56	61	107	161	174	317	407
USGS	03451000	00060	87915	12	24	1921	2017	89	2016	1810	1955	29.0	172	37	45	57	69	110	172	180	339	489
USGS	03451000	00060	87915	12	25	1921	2017	89	2016	1560	1955	22.0	175	40	49	56	69	113	177	220	332	513
USGS	03451000	00060	87915	12	26	1921	2017	89	2016	1250	1955	22.0	171	38	49	60	65	114	173	216	357	515
USGS	03451000	00060	87915	12	27	1921	2017	89	2016	1050	1955	25.0	153	36	47	58	64	113	170	206	311	475
USGS	03451000	00060	87915	12	28	1921	2017	89	1941	1040	1955	26.0	168	36	45	62	69	110	207	249	319	497
USGS	03451000	00060	87915	12	29	1921	2017	89	2016	2680	1989	28.0	204	39	49	62	74	120	211	250	305	585
USGS	03451000	00060	87915	12	30	1921	2017	89	1943	1900	1956	34.0	180	41	46	63	70	123	200	215	296	402
USGS	03451000	00060	87915	12	31	1921	2017	89	2016	1060	1956	35.0	180	40	46	66	79	121	203	215	377	672

