#
#
# US Geological Survey, Water Resources Data
# retrieved: 2016-09-13 21:24:34 EDT      (vaww02)
#
# This file contains USGS Surface-Water Daily Statistics
#
# Note:The statistics generated from  this site are based on approved daily-mean data and may not match those published by the USGS in official publications.
# The user is responsible for assessment and use of statistics from this site.
# For more details on why the statistics may not match, visit http://waterdata.usgs.gov/nwis/?dv_statistics_disclaimer.
#
# ** No Incomplete data have been used for statistical calculation
#
# This file includes the following columns:
#
#
# agency_cd  agency code
# site_no    USGS site number
#
#
# Sites in this file include:
# USGS 03451000 SWANNANOA RIVER AT BILTMORE, NC
# 
# Explanation of Parameter Code and ts_id used in the Statistics Data 
# parameter_cd	Parameter Name					ts_id	Location Name
# 00060		Discharge, cubic feet per second		87915	
#
# Data heading explanations.
# begin_yr_dt ... First complete year of data of daily mean values for this day.
# end_yr_dt   ... Last complete year of data of daily mean values for this day.
# max_va      ... Maximum of daily mean values for this day.
# min_va      ... Minimum of daily mean values for this day.
# mean_va     ... Mean of daily mean values for this day.
# p05_va      ... 05 percentile of daily mean values for this day.
# p10_va      ... 10 percentile of daily mean values for this day.
# p20_va      ... 20 percentile of daily mean values for this day.
# p25_va      ... 25 percentile of daily mean values for this day.
# p50_va      ... 50 percentile (median) of daily mean values for this day.
# p75_va      ... 75 percentile of daily mean values for this day.
# p80_va      ... 80 percentile of daily mean values for this day.
# p90_va      ... 90 percentile of daily mean values for this day.
# p95_va      ... 95 percentile of daily mean values for this day.
#
#
agency_cd	site_no	parameter_cd	ts_id	month_nu	day_nu	begin_yr	end_yr	count_nu	max_va_yr	max_va	min_va_yr	min_va	mean_va	p05_va	p10_va	p20_va	p25_va	p50_va	p75_va	p80_va	p90_va	p95_va
5s	15s	5s	11n	3n	3n	6n	6n	8n	5n	12s	5n	12s	12s	12s	12s	12s	12s	12s	12s	12s	12s	12s
USGS	03451000	00060	87915	1	1	2011	2011	1	2011	80	2011	80	80					80				
USGS	03451000	00060	87915	1	2	2011	2011	1	2011	97	2011	97	97					97				
USGS	03451000	00060	87915	1	3	2011	2011	1	2011	75	2011	75	75					75				
USGS	03451000	00060	87915	1	4	2011	2011	1	2011	68	2011	68	68					68				
USGS	03451000	00060	87915	1	5	2011	2011	1	2011	70	2011	70	70					70				
USGS	03451000	00060	87915	1	6	2011	2011	1	2011	70	2011	70	70					70				
USGS	03451000	00060	87915	1	7	2011	2011	1	2011	64	2011	64	64					64				
USGS	03451000	00060	87915	1	8	2011	2011	1	2011	67	2011	67	67					67				
USGS	03451000	00060	87915	1	9	2011	2011	1	2011	62	2011	62	62					62				
USGS	03451000	00060	87915	1	10	2011	2011	1	2011	59	2011	59	59					59				
USGS	03451000	00060	87915	1	11	2011	2011	1	2011	59	2011	59	59					59				
USGS	03451000	00060	87915	1	12	2011	2011	1	2011	57	2011	57	57					57				
USGS	03451000	00060	87915	1	13	2011	2011	1	2011	55	2011	55	55					55				
USGS	03451000	00060	87915	1	14	2011	2011	1	2011	54	2011	54	54					54				
USGS	03451000	00060	87915	1	15	2011	2011	1	2011	54	2011	54	54					54				
USGS	03451000	00060	87915	1	16	2011	2011	1	2011	54	2011	54	54					54				
USGS	03451000	00060	87915	1	17	2011	2011	1	2011	55	2011	55	55					55				
USGS	03451000	00060	87915	1	18	2011	2011	1	2011	58	2011	58	58					58				
USGS	03451000	00060	87915	1	19	2011	2011	1	2011	64	2011	64	64					64				
USGS	03451000	00060	87915	1	20	2011	2011	1	2011	64	2011	64	64					64				
USGS	03451000	00060	87915	1	21	2011	2011	1	2011	61	2011	61	61					61				
USGS	03451000	00060	87915	1	22	2011	2011	1	2011	59	2011	59	59					59				
USGS	03451000	00060	87915	1	23	2011	2011	1	2011	54	2011	54	54					54				
USGS	03451000	00060	87915	1	24	2011	2011	1	2011	53	2011	53	53					53				
USGS	03451000	00060	87915	1	25	2011	2011	1	2011	56	2011	56	56					56				
USGS	03451000	00060	87915	1	26	2011	2011	1	2011	106	2011	106	106					106				
USGS	03451000	00060	87915	1	27	2011	2011	1	2011	87	2011	87	87					87				
USGS	03451000	00060	87915	1	28	2011	2011	1	2011	68	2011	68	68					68				
USGS	03451000	00060	87915	1	29	2011	2011	1	2011	63	2011	63	63					63				
USGS	03451000	00060	87915	1	30	2011	2011	1	2011	60	2011	60	60					60				
USGS	03451000	00060	87915	1	31	2011	2011	1	2011	59	2011	59	59					59				
USGS	03451000	00060	87915	2	1	2011	2011	1	2011	74	2011	74	74					74				
USGS	03451000	00060	87915	2	2	2011	2011	1	2011	165	2011	165	165					165				
USGS	03451000	00060	87915	2	3	2011	2011	1	2011	111	2011	111	111					111				
USGS	03451000	00060	87915	2	4	2011	2011	1	2011	124	2011	124	124					124				
USGS	03451000	00060	87915	2	5	2011	2011	1	2011	134	2011	134	134					134				
USGS	03451000	00060	87915	2	6	2011	2011	1	2011	111	2011	111	111					111				
USGS	03451000	00060	87915	2	7	2011	2011	1	2011	100	2011	100	100					100				
USGS	03451000	00060	87915	2	8	2011	2011	1	2011	92	2011	92	92					92				
USGS	03451000	00060	87915	2	9	2011	2011	1	2011	82	2011	82	82					82				
USGS	03451000	00060	87915	2	10	2011	2011	1	2011	78	2011	78	78					78				
USGS	03451000	00060	87915	2	11	2011	2011	1	2011	73	2011	73	73					73				
USGS	03451000	00060	87915	2	12	2011	2011	1	2011	69	2011	69	69					69				
USGS	03451000	00060	87915	2	13	2011	2011	1	2011	64	2011	64	64					64				
USGS	03451000	00060	87915	2	14	2011	2011	1	2011	63	2011	63	63					63				
USGS	03451000	00060	87915	2	15	2011	2011	1	2011	64	2011	64	64					64				
USGS	03451000	00060	87915	2	16	2011	2011	1	2011	60	2011	60	60					60				
USGS	03451000	00060	87915	2	17	2011	2011	1	2011	58	2011	58	58					58				
USGS	03451000	00060	87915	2	18	2011	2011	1	2011	56	2011	56	56					56				
USGS	03451000	00060	87915	2	19	2011	2011	1	2011	56	2011	56	56					56				
USGS	03451000	00060	87915	2	20	2011	2011	1	2011	53	2011	53	53					53				
USGS	03451000	00060	87915	2	21	2011	2011	1	2011	53	2011	53	53					53				
USGS	03451000	00060	87915	2	22	2011	2011	1	2011	52	2011	52	52					52				
USGS	03451000	00060	87915	2	23	2011	2011	1	2011	51	2011	51	51					51				
USGS	03451000	00060	87915	2	24	2011	2011	1	2011	57	2011	57	57					57				
USGS	03451000	00060	87915	2	25	2011	2011	1	2011	77	2011	77	77					77				
USGS	03451000	00060	87915	2	26	2011	2011	1	2011	63	2011	63	63					63				
USGS	03451000	00060	87915	2	27	2011	2011	1	2011	56	2011	56	56					56				
USGS	03451000	00060	87915	2	28	2011	2011	1	2011	100	2011	100	100					100				
USGS	03451000	00060	87915	3	1	2011	2011	1	2011	122	2011	122	122					122				
USGS	03451000	00060	87915	3	2	2011	2011	1	2011	79	2011	79	79					79				
USGS	03451000	00060	87915	3	3	2011	2011	1	2011	71	2011	71	71					71				
USGS	03451000	00060	87915	3	4	2011	2011	1	2011	66	2011	66	66					66				
USGS	03451000	00060	87915	3	5	2011	2011	1	2011	70	2011	70	70					70				
USGS	03451000	00060	87915	3	6	2011	2011	1	2011	735	2011	735	735					735				
USGS	03451000	00060	87915	3	7	2011	2011	1	2011	363	2011	363	363					363				
USGS	03451000	00060	87915	3	8	2011	2011	1	2011	230	2011	230	230					230				
USGS	03451000	00060	87915	3	9	2011	2011	1	2011	629	2011	629	629					629				
USGS	03451000	00060	87915	3	10	2011	2011	1	2011	537	2011	537	537					537				
USGS	03451000	00060	87915	3	11	2011	2011	1	2011	579	2011	579	579					579				
USGS	03451000	00060	87915	3	12	2011	2011	1	2011	437	2011	437	437					437				
USGS	03451000	00060	87915	3	13	2011	2011	1	2011	385	2011	385	385					385				
USGS	03451000	00060	87915	3	14	2011	2011	1	2011	196	2011	196	196					196				
USGS	03451000	00060	87915	3	15	2011	2011	1	2011	215	2011	215	215					215				
USGS	03451000	00060	87915	3	16	2011	2011	1	2011	177	2011	177	177					177				
USGS	03451000	00060	87915	3	17	2011	2011	1	2011	148	2011	148	148					148				
USGS	03451000	00060	87915	3	18	2011	2011	1	2011	136	2011	136	136					136				
USGS	03451000	00060	87915	3	19	2011	2011	1	2011	126	2011	126	126					126				
USGS	03451000	00060	87915	3	20	2011	2011	1	2011	116	2011	116	116					116				
USGS	03451000	00060	87915	3	21	2011	2011	1	2011	110	2011	110	110					110				
USGS	03451000	00060	87915	3	22	2011	2011	1	2011	103	2011	103	103					103				
USGS	03451000	00060	87915	3	23	2011	2011	1	2011	100	2011	100	100					100				
USGS	03451000	00060	87915	3	24	2011	2011	1	2011	132	2011	132	132					132				
USGS	03451000	00060	87915	3	25	2011	2011	1	2011	99	2011	99	99					99				
USGS	03451000	00060	87915	3	26	2011	2011	1	2011	104	2011	104	104					104				
USGS	03451000	00060	87915	3	27	2011	2011	1	2011	150	2011	150	150					150				
USGS	03451000	00060	87915	3	28	2011	2011	1	2011	138	2011	138	138					138				
USGS	03451000	00060	87915	3	29	2011	2011	1	2011	136	2011	136	136					136				
USGS	03451000	00060	87915	3	30	2011	2011	1	2011	216	2011	216	216					216				
USGS	03451000	00060	87915	3	31	2011	2011	1	2011	193	2011	193	193					193				
USGS	03451000	00060	87915	4	1	2011	2011	1	2011	189	2011	189	189					189				
USGS	03451000	00060	87915	4	2	2011	2011	1	2011	174	2011	174	174					174				
USGS	03451000	00060	87915	4	3	2011	2011	1	2011	156	2011	156	156					156				
USGS	03451000	00060	87915	4	4	2011	2011	1	2011	145	2011	145	145					145				
USGS	03451000	00060	87915	4	5	2011	2011	1	2011	396	2011	396	396					396				
USGS	03451000	00060	87915	4	6	2011	2011	1	2011	301	2011	301	301					301				
USGS	03451000	00060	87915	4	7	2011	2011	1	2011	254	2011	254	254					254				
USGS	03451000	00060	87915	4	8	2011	2011	1	2011	225	2011	225	225					225				
USGS	03451000	00060	87915	4	9	2011	2011	1	2011	198	2011	198	198					198				
USGS	03451000	00060	87915	4	10	2011	2011	1	2011	250	2011	250	250					250				
USGS	03451000	00060	87915	4	11	2011	2011	1	2011	231	2011	231	231					231				
USGS	03451000	00060	87915	4	12	2011	2011	1	2011	240	2011	240	240					240				
USGS	03451000	00060	87915	4	13	2011	2011	1	2011	219	2011	219	219					219				
USGS	03451000	00060	87915	4	14	2011	2011	1	2011	205	2011	205	205					205				
USGS	03451000	00060	87915	4	15	2011	2011	1	2011	199	2011	199	199					199				
USGS	03451000	00060	87915	4	16	2011	2011	1	2011	1070	2011	1070	1070					1070				
USGS	03451000	00060	87915	4	17	2011	2011	1	2011	747	2011	747	747					747				
USGS	03451000	00060	87915	4	18	2011	2011	1	2011	492	2011	492	492					492				
USGS	03451000	00060	87915	4	19	2011	2011	1	2011	370	2011	370	370					370				
USGS	03451000	00060	87915	4	20	2011	2011	1	2011	310	2011	310	310					310				
USGS	03451000	00060	87915	4	21	2011	2011	1	2011	256	2011	256	256					256				
USGS	03451000	00060	87915	4	22	2011	2011	1	2011	245	2011	245	245					245				
USGS	03451000	00060	87915	4	23	2011	2011	1	2011	212	2011	212	212					212				
USGS	03451000	00060	87915	4	24	2011	2011	1	2011	187	2011	187	187					187				
USGS	03451000	00060	87915	4	25	2011	2011	1	2011	168	2011	168	168					168				
USGS	03451000	00060	87915	4	26	2011	2011	1	2011	158	2011	158	158					158				
USGS	03451000	00060	87915	4	27	2011	2011	1	2011	154	2011	154	154					154				
USGS	03451000	00060	87915	4	28	2011	2011	1	2011	265	2011	265	265					265				
USGS	03451000	00060	87915	4	29	2011	2011	1	2011	181	2011	181	181					181				
USGS	03451000	00060	87915	4	30	2011	2011	1	2011	160	2011	160	160					160				
USGS	03451000	00060	87915	5	1	2011	2011	1	2011	147	2011	147	147					147				
USGS	03451000	00060	87915	5	2	2011	2011	1	2011	136	2011	136	136					136				
USGS	03451000	00060	87915	5	3	2011	2011	1	2011	222	2011	222	222					222				
USGS	03451000	00060	87915	5	4	2011	2011	1	2011	277	2011	277	277					277				
USGS	03451000	00060	87915	5	5	2011	2011	1	2011	179	2011	179	179					179				
USGS	03451000	00060	87915	5	6	2011	2011	1	2011	185	2011	185	185					185				
USGS	03451000	00060	87915	5	7	2011	2011	1	2011	162	2011	162	162					162				
USGS	03451000	00060	87915	5	8	2011	2011	1	2011	146	2011	146	146					146				
USGS	03451000	00060	87915	5	9	2011	2011	1	2011	137	2011	137	137					137				
